City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Des,Date
225,Yaan,NG,7.3833,8.5667,101.23,9,7,8.63,clear sky,2021-03-28 16:10:03
226,Kralendijk,BQ,12.15,-68.2667,78.82,78,86,21.14,overcast clouds,2021-03-28 16:10:03
227,Mildura,AU,-34.2,142.15,60.8,59,0,8.05,clear sky,2021-03-28 16:10:03
228,Nanortalik,GL,60.1432,-45.2371,27.46,67,22,6.62,few clouds,2021-03-28 16:10:04
229,Jumla,NP,29.2747,82.1838,48.79,50,94,3.8,overcast clouds,2021-03-28 16:10:04
230,Saint-Pierre,RE,-21.3393,55.4781,78.8,78,40,6.91,scattered clouds,2021-03-28 16:10:04
231,Gayny,RU,60.3071,54.3241,28.38,91,59,6.26,broken clouds,2021-03-28 16:10:05
232,Tuktoyaktuk,CA,69.4541,-133.0374,-25.6,75,40,10.36,scattered clouds,2021-03-28 16:10:05
233,Hokitika,NZ,-42.7167,170.9667,59.43,94,64,4.54,broken clouds,2021-03-28 16:10:05
234,Semey,KZ,50.4111,80.2275,35.47,99,100,7.99,overcast clouds,2021-03-28 16:10:06
235,Sao Joao Da Barra,BR,-21.6403,-41.0511,89.6,55,40,4.61,scattered clouds,2021-03-28 16:09:24
236,Luorong,CN,24.4058,109.6086,76.26,78,18,2.59,few clouds,2021-03-28 16:10:06
237,Zhangye,CN,38.9342,100.4517,46.24,49,15,4.7,few clouds,2021-03-28 16:10:06
238,Gat,IL,31.61,34.7642,62.01,56,18,10.98,few clouds,2021-03-28 16:10:07
239,Van,TR,38.4924,43.3831,35.6,55,20,5.75,few clouds,2021-03-28 16:10:07
240,Loubomo,CG,-4.1997,12.6739,77.0,90,100,3.33,moderate rain,2021-03-28 16:10:07
241,Perelyub,RU,51.8667,50.3667,32.72,98,100,12.64,snow,2021-03-28 16:10:07
242,Teluk Nibung,ID,3.001,99.8164,79.29,85,13,3.4,few clouds,2021-03-28 16:10:08
243,Lumberton,US,34.6182,-79.0086,80.6,69,75,16.11,broken clouds,2021-03-28 16:09:50
244,Geraldton,AU,-28.7667,114.6,69.8,78,40,5.75,scattered clouds,2021-03-28 16:10:08
245,College,US,64.8569,-147.8028,3.2,72,75,2.04,broken clouds,2021-03-28 16:09:57
246,Olafsvik,IS,64.8945,-23.7142,30.58,83,100,17.85,light snow,2021-03-28 16:10:08
247,Dunedin,NZ,-45.8742,170.5036,54.0,95,91,3.0,overcast clouds,2021-03-28 16:10:09
248,Vila,PT,42.0304,-8.1588,72.0,29,0,4.0,clear sky,2021-03-28 16:10:09
249,Half Moon Bay,US,37.4636,-122.4286,59.0,71,20,2.84,few clouds,2021-03-28 16:10:09
250,Umm Lajj,SA,25.0213,37.2685,73.76,56,5,22.84,clear sky,2021-03-28 16:10:10
251,Nong Phai,TH,15.9903,101.0618,91.99,46,36,1.79,scattered clouds,2021-03-28 16:10:10
252,Viedma,AR,-40.8135,-62.9967,76.28,15,11,10.85,few clouds,2021-03-28 16:10:10
253,Demba,CD,-5.51,22.2667,79.3,68,93,2.91,overcast clouds,2021-03-28 16:09:18
254,Aguas Verdes,PE,-3.4814,-80.245,86.0,54,40,6.91,scattered clouds,2021-03-28 16:10:11
255,Tessalit,ML,20.1986,1.0114,88.48,5,0,12.91,clear sky,2021-03-28 16:10:11
256,Isangel,VU,-19.55,169.2667,76.71,87,5,5.93,clear sky,2021-03-28 16:10:11
257,Margate,GB,51.3813,1.3862,54.0,70,100,7.0,overcast clouds,2021-03-28 16:10:11
258,Tehuixtla,MX,18.55,-99.2667,80.01,31,40,1.41,scattered clouds,2021-03-28 16:10:12
259,Tomatlan,MX,19.9333,-105.25,83.07,26,99,3.0,overcast clouds,2021-03-28 16:10:12
260,Gujrat,PK,32.5728,74.079,78.8,57,40,8.23,smoke,2021-03-28 16:10:12
261,Saskylakh,RU,71.9167,114.0833,-4.11,99,97,2.04,overcast clouds,2021-03-28 16:10:13
262,Yavatmal,IN,20.4,78.1333,90.59,11,0,3.94,clear sky,2021-03-28 16:10:13
263,Ambilobe,MG,-13.2,49.05,77.45,89,72,1.57,broken clouds,2021-03-28 16:07:14
264,Dabat,ET,12.9842,37.765,65.64,34,95,6.13,overcast clouds,2021-03-28 16:10:13
265,Traverse City,US,44.7631,-85.6206,35.6,87,90,13.8,snow,2021-03-28 16:10:13
266,Arica,CL,-18.475,-70.3042,73.4,56,0,12.66,clear sky,2021-03-28 16:07:27
267,Nicoya,CR,10.1483,-85.452,89.6,40,0,23.02,clear sky,2021-03-28 16:10:14
268,Brae,GB,60.3964,-1.353,46.4,71,20,19.57,few clouds,2021-03-28 16:09:22
269,Birobidzhan,RU,48.8,132.95,36.3,93,100,9.28,overcast clouds,2021-03-28 16:05:26
270,Dukat,RU,62.55,155.55,-7.92,95,100,4.07,overcast clouds,2021-03-28 16:10:14
271,Broken Hill,AU,-31.95,141.4333,60.8,55,1,6.91,clear sky,2021-03-28 16:10:14
272,Bagdarin,RU,54.4333,113.6,7.54,91,7,4.25,clear sky,2021-03-28 16:10:15
273,Itoman,JP,26.1247,127.6694,71.6,94,75,2.3,broken clouds,2021-03-28 16:10:15
274,Tazovskiy,RU,67.4667,78.7,-6.92,99,61,8.1,broken clouds,2021-03-28 16:10:15
275,Senador Guiomard,BR,-10.1522,-67.7392,80.6,83,75,3.44,broken clouds,2021-03-28 16:10:15
276,Chiriqui Grande,PA,8.95,-82.1167,73.99,34,79,8.99,broken clouds,2021-03-28 16:10:16
277,Vostok,RU,46.4856,135.8833,32.16,92,100,6.38,snow,2021-03-28 16:08:46
278,Belmonte,BR,-15.8631,-38.8828,86.0,62,20,17.27,few clouds,2021-03-28 16:10:16
279,Oktyabrskiy,RU,54.4815,53.471,23.02,95,100,5.39,overcast clouds,2021-03-28 16:10:16
280,Aranos,NA,-24.1333,19.1167,83.93,21,0,5.28,clear sky,2021-03-28 16:10:17
281,Zhangjiakou,CN,40.81,114.8794,39.24,20,43,12.84,scattered clouds,2021-03-28 16:10:17
282,Khandbari,NP,27.3747,87.2039,64.51,20,1,5.08,clear sky,2021-03-28 16:10:17
283,Pasighat,IN,28.0667,95.3333,74.89,22,0,5.61,clear sky,2021-03-28 16:10:17
284,Lumphat,KH,13.4878,106.9816,85.96,45,99,4.76,overcast clouds,2021-03-28 16:10:18
285,Bayanday,RU,53.0661,105.5139,21.07,90,95,3.4,overcast clouds,2021-03-28 16:10:18
286,Sungairaya,ID,0.7,108.9,77.83,88,65,3.89,broken clouds,2021-03-28 16:10:18
287,Mehamn,NO,71.0357,27.8492,37.4,65,0,12.66,clear sky,2021-03-28 16:10:18
288,Ikalamavony,MG,-21.15,46.5833,70.02,77,10,3.44,clear sky,2021-03-28 16:10:19
289,Gravdal,NO,68.1214,13.5031,41.0,52,0,9.22,clear sky,2021-03-28 16:10:19
290,Sukhumi,GE,43.0033,41.0153,44.4,80,20,3.29,few clouds,2021-03-28 16:07:13
291,Coos Bay,US,43.3665,-124.2179,46.4,87,90,4.61,overcast clouds,2021-03-28 16:08:23
292,Seddon,AU,-37.8068,144.8916,61.0,82,1,8.05,clear sky,2021-03-28 16:10:19
293,Parrita,CR,9.5201,-84.3225,82.0,56,20,17.27,few clouds,2021-03-28 16:10:20
294,Maldonado,UY,-34.6667,-54.9167,77.0,65,75,14.97,broken clouds,2021-03-28 16:10:20
295,Sabha,LY,27.0377,14.4283,72.86,12,76,13.09,broken clouds,2021-03-28 16:09:40
296,Lensk,RU,60.7253,114.9278,17.55,96,99,3.67,overcast clouds,2021-03-28 16:06:42
297,Takaka,NZ,-40.85,172.8,63.0,93,100,1.01,overcast clouds,2021-03-28 16:10:20
298,Sonoita,MX,31.85,-112.8333,70.0,22,0,10.54,clear sky,2021-03-28 16:10:20
299,Mizdah,LY,31.4451,12.9801,70.95,14,98,3.65,overcast clouds,2021-03-28 16:10:21
300,Mujiayingzi,CN,42.1167,118.7833,39.2,24,0,18.97,clear sky,2021-03-28 16:10:21
301,Lompoc,US,34.6391,-120.4579,62.01,71,0,5.75,clear sky,2021-03-28 16:09:43
302,Arkhangelsk,RU,64.5401,40.5433,42.8,61,40,4.47,light rain,2021-03-28 16:10:21
303,Souillac,MU,-20.5167,57.5167,80.6,83,40,1.79,scattered clouds,2021-03-28 16:08:38
304,Koygorodok,RU,60.445,50.9968,26.53,96,14,4.97,few clouds,2021-03-28 16:10:21
305,Winnemucca,US,40.973,-117.7357,53.6,30,1,13.8,clear sky,2021-03-28 16:10:22
306,Canon City,US,38.441,-105.2424,54.0,26,1,16.11,clear sky,2021-03-28 16:10:22
307,Poum,NC,-20.2333,164.0167,79.99,77,13,9.95,few clouds,2021-03-28 16:10:22
308,Ayan,RU,56.45,138.1667,13.44,91,97,3.74,overcast clouds,2021-03-28 16:08:55
309,Cairns,AU,-16.9167,145.7667,78.8,73,40,10.36,scattered clouds,2021-03-28 16:08:29
310,Cherskiy,RU,68.75,161.3,-9.06,91,100,1.68,overcast clouds,2021-03-28 16:10:23
311,Luanda,AO,-8.8368,13.2343,87.8,58,20,12.66,few clouds,2021-03-28 16:10:23
312,Abu Samrah,SY,35.3029,37.1841,54.28,41,6,4.76,clear sky,2021-03-28 16:10:23
313,Dumas,US,35.8656,-101.9732,53.6,32,1,14.97,clear sky,2021-03-28 16:10:23
314,Mitsamiouli,KM,-11.3847,43.2844,83.97,68,37,4.76,scattered clouds,2021-03-28 16:10:24
315,Honiara,SB,-9.4333,159.95,76.51,88,50,5.35,scattered clouds,2021-03-28 16:10:24
316,Cayenne,GF,4.9333,-52.3333,82.0,89,75,13.8,broken clouds,2021-03-28 16:09:51
317,Ishigaki,JP,24.3448,124.1572,75.92,84,7,2.82,clear sky,2021-03-28 16:10:24
318,Tuatapere,NZ,-46.1333,167.6833,53.01,97,100,3.13,light rain,2021-03-28 16:08:21
319,Buraydah,SA,26.326,43.975,68.0,24,0,11.5,clear sky,2021-03-28 16:09:58
320,Cidreira,BR,-30.1811,-50.2056,74.39,81,96,9.42,overcast clouds,2021-03-28 16:10:25
321,Varhaug,NO,58.6147,5.6457,46.4,87,75,10.36,broken clouds,2021-03-28 16:10:25
322,Kangalassy,RU,62.3464,129.9628,1.4,85,0,4.47,clear sky,2021-03-28 16:10:25
323,Beringovskiy,RU,63.05,179.3167,10.94,95,100,16.15,snow,2021-03-28 16:09:03
324,Cabo San Lucas,MX,22.8909,-109.9124,75.0,59,75,2.93,broken clouds,2021-03-28 16:09:08
325,Srednekolymsk,RU,67.45,153.6833,-18.04,100,88,2.86,overcast clouds,2021-03-28 16:09:59
326,Mazara Del Vallo,IT,37.6641,12.588,62.6,88,20,9.22,few clouds,2021-03-28 16:10:27
327,Port Blair,IN,11.6667,92.75,82.49,76,100,3.29,overcast clouds,2021-03-28 16:09:11
328,Riachao Das Neves,BR,-11.7461,-44.91,96.28,26,94,2.48,overcast clouds,2021-03-28 16:10:27
329,Nizwa,OM,22.9333,57.5333,87.71,8,100,7.36,overcast clouds,2021-03-28 16:10:27
330,Kosh-Agach,RU,50.0,88.6667,26.65,95,100,1.54,light snow,2021-03-28 16:10:28
331,Banda Aceh,ID,5.5577,95.3222,77.16,86,100,7.94,overcast clouds,2021-03-28 16:10:10
332,Custodia,BR,-8.0875,-37.6431,88.56,38,78,4.09,broken clouds,2021-03-28 16:10:28
333,Ust-Omchug,RU,61.15,149.6333,-11.24,100,38,1.43,scattered clouds,2021-03-28 16:10:28
334,Dakar,SN,14.6937,-17.4441,73.4,68,0,19.57,clear sky,2021-03-28 16:10:28
335,High Rock,BS,26.6208,-78.2833,82.4,65,40,14.97,scattered clouds,2021-03-28 16:10:29
336,Mahon,ES,39.8885,4.2658,60.8,59,0,13.8,clear sky,2021-03-28 16:10:29
337,Natchitoches,US,31.7668,-93.1335,62.6,67,1,14.97,clear sky,2021-03-28 16:10:29
338,Karasjok,NO,69.4719,25.5112,37.4,56,0,13.8,clear sky,2021-03-28 16:10:29
339,Bubaque,GW,11.2833,-15.8333,77.54,61,12,9.17,few clouds,2021-03-28 16:10:30
340,Ponta Delgada,PT,37.7333,-25.6667,60.8,77,20,8.05,few clouds,2021-03-28 16:10:30
341,Alice Springs,AU,-23.7,133.8833,69.8,68,55,4.61,broken clouds,2021-03-28 16:09:09
342,Airai,TL,-8.9266,125.4092,60.03,94,100,2.17,overcast clouds,2021-03-28 16:09:59
343,Touho,NC,-20.7833,165.2333,78.96,76,67,12.93,broken clouds,2021-03-28 16:10:30
344,Ilulissat,GL,69.2167,-51.1,-5.8,41,7,4.43,clear sky,2021-03-28 16:10:31
345,Urengoy,RU,65.9667,78.3667,-0.69,98,81,8.57,broken clouds,2021-03-28 16:10:31
346,Shetpe,KZ,44.1667,52.1167,41.58,71,64,12.64,broken clouds,2021-03-28 16:10:31
347,Egvekinot,RU,66.3167,-179.1667,5.14,88,100,11.9,overcast clouds,2021-03-28 16:10:32
348,Collie,AU,-33.3667,116.15,60.01,71,0,3.76,clear sky,2021-03-28 16:10:32
349,Acarau,BR,-2.8856,-40.12,82.49,74,54,7.61,broken clouds,2021-03-28 16:10:32
350,Ninotsminda,GE,41.2646,43.5916,35.6,35,8,3.44,clear sky,2021-03-28 16:10:32
351,Sault Sainte Marie,CA,46.5168,-84.3333,33.8,80,90,11.5,snow,2021-03-28 16:10:33
352,Tutoia,BR,-2.7619,-42.2744,87.8,74,40,10.36,scattered clouds,2021-03-28 16:06:40
353,Vyshkov,RU,52.4764,31.6873,55.4,41,75,6.71,broken clouds,2021-03-28 16:10:33
354,Gainesville,US,29.6516,-82.3248,84.0,57,75,11.5,broken clouds,2021-03-28 16:09:47
355,Bereda,ES,43.2686,-7.5406,73.0,40,0,6.91,clear sky,2021-03-28 16:10:33
356,Rio Branco Do Sul,BR,-25.19,-49.3142,86.0,66,31,7.0,scattered clouds,2021-03-28 16:10:33
357,Bilibino,RU,68.0546,166.4372,-25.1,96,30,3.96,scattered clouds,2021-03-28 16:09:01
358,Aswan,EG,24.0934,32.907,76.19,11,27,12.71,scattered clouds,2021-03-28 16:05:56
359,Takoradi,GH,4.8845,-1.7554,83.91,70,7,11.81,clear sky,2021-03-28 16:10:34
360,Norrtalje,SE,59.758,18.705,39.99,93,90,13.8,light rain,2021-03-28 16:10:34
361,Kidal,ML,18.4411,1.4078,88.84,6,0,15.19,clear sky,2021-03-28 16:10:34
362,Deputatskiy,RU,69.3,139.9,-2.42,98,98,4.36,overcast clouds,2021-03-28 16:09:13
363,Ust-Tarka,RU,55.5672,75.705,26.31,98,100,4.7,light snow,2021-03-28 16:10:35
364,Skibbereen,IE,51.55,-9.2667,51.8,93,90,27.63,overcast clouds,2021-03-28 16:10:35
365,Ariquemes,BR,-9.9133,-63.0408,83.86,71,87,4.52,overcast clouds,2021-03-28 16:10:35
366,Kez,RU,57.8979,53.7152,25.36,93,6,5.19,clear sky,2021-03-28 16:10:36
367,Ojinaga,MX,29.5667,-104.4167,64.4,29,1,14.97,clear sky,2021-03-28 16:10:36
368,Linxia,CN,35.6003,103.2064,48.96,33,83,8.34,broken clouds,2021-03-28 16:10:36
369,Pevek,RU,69.7008,170.3133,-19.23,97,28,1.43,scattered clouds,2021-03-28 16:09:00
370,Ebreichsdorf,AT,47.95,16.4,57.2,38,75,4.61,broken clouds,2021-03-28 16:10:36
371,Kuminskiy,RU,58.6667,66.5667,27.93,97,100,4.0,light snow,2021-03-28 16:10:37
372,Remanso,BR,-9.6179,-42.0831,86.27,41,96,3.94,overcast clouds,2021-03-28 16:10:37
373,Bonavista,CA,48.6499,-53.1147,28.99,59,100,4.61,overcast clouds,2021-03-28 16:10:37
374,Dubai,AE,25.2582,55.3047,78.01,73,0,9.22,clear sky,2021-03-28 16:09:59
375,Alugan,PH,12.2188,125.4808,79.18,84,100,8.05,overcast clouds,2021-03-28 16:10:37
376,Awjilah,LY,29.1081,21.2869,69.31,22,4,10.94,clear sky,2021-03-28 16:10:38
377,Sarangani,PH,5.4033,125.4636,80.02,79,100,5.26,moderate rain,2021-03-28 16:10:38
378,Ixtapa,MX,20.7,-105.2,73.4,60,40,3.98,scattered clouds,2021-03-28 16:10:38
379,Mogadishu,SO,2.0371,45.3438,80.89,83,91,14.0,overcast clouds,2021-03-28 16:07:21
380,Hakodate,JP,41.7758,140.7367,51.8,100,90,4.61,light rain,2021-03-28 16:10:39
381,Beaucaire,FR,43.8081,4.6442,69.01,45,0,5.75,clear sky,2021-03-28 16:10:39
382,La Ronge,CA,55.1001,-105.2842,24.8,86,100,12.66,light snow,2021-03-28 16:10:39
383,Lagunas,PE,-5.2269,-75.6753,77.65,94,100,0.16,overcast clouds,2021-03-28 16:10:40
384,Touros,BR,-5.1989,-35.4608,87.8,66,40,12.66,scattered clouds,2021-03-28 16:10:40
385,North Bend,US,43.4065,-124.2243,46.4,87,90,4.61,overcast clouds,2021-03-28 16:10:40
386,Hovd,MN,48.0056,91.6419,35.42,37,62,1.66,broken clouds,2021-03-28 16:10:40
387,Coquimbo,CL,-29.9533,-71.3436,60.8,77,90,8.05,overcast clouds,2021-03-28 16:10:41
388,Paita,PE,-5.0892,-81.1144,87.8,45,0,14.97,clear sky,2021-03-28 16:10:41
389,Bhum,IN,18.4667,75.6667,89.65,10,9,9.71,clear sky,2021-03-28 16:10:41
390,Moura,PT,38.1401,-7.4486,75.2,33,0,6.91,clear sky,2021-03-28 16:10:41
391,Den Helder,NL,52.9599,4.7593,46.99,93,90,24.16,drizzle,2021-03-28 16:10:42
392,Terrace,CA,54.5163,-128.6035,32.0,86,75,8.05,broken clouds,2021-03-28 16:08:47
393,Mahebourg,MU,-20.4081,57.7,80.6,83,75,3.44,broken clouds,2021-03-28 16:10:42
394,Arecibo,PR,18.4724,-66.7157,84.0,69,1,7.0,clear sky,2021-03-28 16:10:42
395,Buchanan,LR,5.8808,-10.0467,87.8,70,75,14.97,light rain,2021-03-28 16:10:43
396,Krivosheino,RU,57.3431,83.9261,27.25,98,100,2.06,light snow,2021-03-28 16:10:43
397,Westport,US,41.1415,-73.3579,48.99,93,90,14.97,moderate rain,2021-03-28 16:10:37
398,Codrington,AU,-38.2667,141.9667,55.9,93,19,5.84,few clouds,2021-03-28 16:10:43
399,Tura,IN,25.5198,90.2201,76.39,17,0,4.09,clear sky,2021-03-28 16:10:44
400,Agadez,NE,19.75,10.25,79.99,9,0,9.75,clear sky,2021-03-28 16:10:44
401,Russell,US,32.3502,-85.1999,78.01,69,90,8.05,haze,2021-03-28 16:10:44
402,Saint-Georges,GD,12.0564,-61.7485,86.0,62,40,14.65,scattered clouds,2021-03-28 16:10:44
403,Warrensburg,US,38.7628,-93.7361,48.99,49,1,10.36,clear sky,2021-03-28 16:10:45
404,Chapais,CA,49.7834,-74.8492,30.2,93,90,16.11,light snow,2021-03-28 16:10:45
405,Walvis Bay,NA,-22.9575,14.5053,69.8,60,30,10.36,scattered clouds,2021-03-28 16:08:34
406,Cavalcante,BR,-13.7975,-47.4583,84.99,34,99,4.88,overcast clouds,2021-03-28 16:10:45
407,Paragominas,BR,-2.9667,-47.4833,81.0,72,100,2.71,overcast clouds,2021-03-28 16:10:45
408,Kjopsvik,NO,68.097,16.3742,39.2,48,0,9.22,clear sky,2021-03-28 16:10:46
409,Storm Lake,US,42.6411,-95.2097,39.2,60,1,10.36,clear sky,2021-03-28 16:10:46
410,Nara,JP,34.6851,135.8049,60.01,98,99,5.06,overcast clouds,2021-03-28 16:09:23
411,Zhigansk,RU,66.7697,123.3711,-2.61,99,83,3.67,broken clouds,2021-03-28 16:10:46
412,Huilong,CN,31.8111,121.655,64.99,73,0,1.01,clear sky,2021-03-28 16:10:47
413,San Carlos De Bariloche,AR,-41.1456,-71.3082,73.0,27,0,3.44,clear sky,2021-03-28 16:10:47
414,Chuy,UY,-33.6971,-53.4616,70.65,81,72,8.5,broken clouds,2021-03-28 16:07:56
415,Pryamitsyno,RU,51.6561,35.9314,44.6,36,0,4.47,clear sky,2021-03-28 16:10:47
416,Scarborough,GB,54.2797,-0.4044,59.0,72,100,5.99,overcast clouds,2021-03-28 16:10:42
417,Odesskoye,RU,54.2111,72.9651,28.42,95,100,16.53,light snow,2021-03-28 16:10:47
418,Okhotsk,RU,59.3833,143.3,-0.33,98,64,6.17,broken clouds,2021-03-28 16:10:27
419,Penzance,GB,50.1186,-5.5371,51.8,87,90,26.46,overcast clouds,2021-03-28 16:10:48
420,Xiuyan,CN,40.2928,123.2744,46.81,37,3,11.18,clear sky,2021-03-28 16:10:48
421,Evensk,RU,61.95,159.2333,-10.95,86,49,3.76,scattered clouds,2021-03-28 16:10:48
422,Lundazi,ZM,-12.2929,33.1782,66.83,88,54,2.89,moderate rain,2021-03-28 16:10:48
423,Byron Bay,AU,-28.65,153.6167,66.2,94,65,1.14,broken clouds,2021-03-28 16:10:49
424,Masty,BY,53.4122,24.5387,46.4,53,75,6.71,broken clouds,2021-03-28 16:10:49
425,Yuxia,CN,34.0615,108.6291,64.4,24,71,6.71,dust,2021-03-28 16:10:20
426,Pierre,US,44.3683,-100.351,44.01,70,1,13.8,clear sky,2021-03-28 16:10:49
427,Imeni Poliny Osipenko,RU,52.4201,136.4853,28.6,96,100,5.88,overcast clouds,2021-03-28 16:10:49
428,Kaitangata,NZ,-46.2817,169.8464,53.51,97,100,2.06,overcast clouds,2021-03-28 16:10:50
429,Prainha,BR,-1.8,-53.48,86.0,58,84,5.35,broken clouds,2021-03-28 16:10:50
430,Sorland,NO,67.667,12.6934,41.0,65,0,17.27,clear sky,2021-03-28 16:10:11
431,Iberia,US,29.9502,-91.7507,69.8,88,90,23.02,overcast clouds,2021-03-28 16:10:50
432,Qaqortoq,GL,60.7167,-46.0333,24.8,54,0,4.61,clear sky,2021-03-28 16:10:51
433,Cochabamba,BO,-17.3895,-66.1568,71.6,37,40,4.61,scattered clouds,2021-03-28 16:08:38
434,Slantsy,RU,59.1182,28.0914,38.59,91,100,3.38,overcast clouds,2021-03-28 16:10:51
435,Orlik,RU,52.5178,99.825,10.6,85,85,2.86,overcast clouds,2021-03-28 16:10:51
436,Yamoussoukro,CI,6.8206,-5.2767,89.6,62,75,4.61,broken clouds,2021-03-28 16:10:52
437,Caconde,BR,-21.5294,-46.6439,78.8,61,40,1.25,scattered clouds,2021-03-28 16:10:52
438,Tocopilla,CL,-22.092,-70.1979,72.09,67,4,7.87,clear sky,2021-03-28 16:10:52
439,Bolobo,CD,-2.1667,16.2333,83.3,66,61,2.57,broken clouds,2021-03-28 16:10:41
440,Manzanillo,CU,20.3433,-77.1167,88.77,38,0,3.53,clear sky,2021-03-28 16:10:52
441,Rocha,UY,-34.4833,-54.3333,69.17,84,80,8.97,broken clouds,2021-03-28 16:10:53
442,Hobyo,SO,5.3505,48.5268,81.39,77,31,13.67,scattered clouds,2021-03-28 16:09:03
443,Xichang,CN,27.8964,102.2634,58.6,30,7,3.38,clear sky,2021-03-28 16:10:53
444,Hambantota,LK,6.1241,81.1185,73.4,100,75,2.3,broken clouds,2021-03-28 16:10:53
445,Marawi,PH,7.9986,124.2928,79.0,87,97,5.01,overcast clouds,2021-03-28 16:10:54
446,Fairbanks,US,64.8378,-147.7164,3.2,78,90,2.04,overcast clouds,2021-03-28 16:10:37
447,Mwense,ZM,-10.3845,28.698,70.45,85,32,1.9,scattered clouds,2021-03-28 16:10:54
448,Rawson,AR,-43.3002,-65.1023,70.65,41,78,10.94,broken clouds,2021-03-28 16:10:54
449,Jalu,LY,29.0331,21.5482,69.28,22,2,10.83,clear sky,2021-03-28 16:09:48
450,Chemal,RU,51.4111,86.005,35.71,98,100,2.3,overcast clouds,2021-03-28 16:10:54
451,Conceicao Do Araguaia,BR,-8.2578,-49.2647,87.13,63,47,0.98,heavy intensity rain,2021-03-28 16:10:55
