City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Des,Date
452,Noyabrsk,RU,63.1994,75.4507,-2.49,99,45,8.3,scattered clouds,2021-03-28 16:10:55
453,Kathmandu,NP,27.7167,85.3167,60.8,63,20,2.3,haze,2021-03-28 16:09:25
454,Rincon,US,32.296,-81.2354,82.99,51,75,23.02,broken clouds,2021-03-28 16:10:55
455,Ust-Karsk,RU,52.7011,118.8077,23.49,96,92,4.07,overcast clouds,2021-03-28 16:10:56
456,Nhulunbuy,AU,-12.2333,136.7667,82.4,83,75,10.36,broken clouds,2021-03-28 16:10:56
457,Yambio,SS,4.5721,28.3955,79.83,50,87,3.76,overcast clouds,2021-03-28 16:10:56
458,Bilma,NE,18.6853,12.9164,84.72,9,0,5.64,clear sky,2021-03-28 16:10:56
459,Kropotkin,RU,45.4375,40.5756,46.0,70,95,10.07,moderate rain,2021-03-28 16:10:57
460,Chumikan,RU,54.7183,135.315,12.38,99,99,4.92,overcast clouds,2021-03-28 16:10:57
461,Aksarka,RU,66.5606,67.7975,-8.12,97,18,7.11,few clouds,2021-03-28 16:10:57
462,Santa Fe,AR,-31.6333,-60.7,66.99,71,99,4.0,overcast clouds,2021-03-28 16:07:22
463,Banswara,IN,23.55,74.45,93.0,10,1,6.78,clear sky,2021-03-28 16:10:57
464,Shakhtne,UA,47.9828,38.282,42.71,63,89,5.86,overcast clouds,2021-03-28 16:10:58
465,Alofi,NU,-19.0595,-169.9187,77.0,94,11,5.75,few clouds,2021-03-28 16:09:07
466,Nha Trang,VN,12.25,109.1833,77.0,88,0,1.14,clear sky,2021-03-28 16:06:11
467,Gwanda,ZW,-20.9333,29.0,71.98,56,0,10.07,clear sky,2021-03-28 16:10:58
468,Boromo,BF,11.75,-2.9333,103.24,8,1,8.12,clear sky,2021-03-28 16:10:58
469,Rantepao,ID,-2.9701,119.8978,67.96,98,100,1.59,light rain,2021-03-28 16:10:59
470,Kichmengskiy Gorodok,RU,59.9816,45.7854,23.94,96,8,3.24,clear sky,2021-03-28 16:10:59
471,Balkanabat,TM,39.5108,54.3671,48.15,58,59,13.4,broken clouds,2021-03-28 16:10:59
472,Vanavara,RU,60.34,102.2797,8.58,99,78,2.21,broken clouds,2021-03-28 16:10:16
473,Yar-Sale,RU,66.8333,70.8333,-8.61,98,11,9.51,few clouds,2021-03-28 16:10:59
474,Henties Bay,NA,-22.116,14.2845,64.0,85,7,5.99,clear sky,2021-03-28 16:11:00
475,Bella Union,UY,-30.2752,-57.6007,72.12,57,18,8.14,few clouds,2021-03-28 16:11:00
476,Nongpoh,IN,25.9,91.8833,71.6,53,40,5.48,haze,2021-03-28 16:11:00
477,Skjervoy,NO,70.0311,20.9714,39.2,52,40,4.61,scattered clouds,2021-03-28 16:07:11
478,Boende,CD,-0.2167,20.8667,83.84,56,72,2.71,light rain,2021-03-28 16:11:00
479,Denpasar,ID,-8.65,115.2167,78.8,94,75,4.61,moderate rain,2021-03-28 16:11:01
480,Anopino,RU,55.6981,40.6671,32.36,91,98,5.03,overcast clouds,2021-03-28 16:11:01
481,Dondo,MZ,-19.6094,34.7431,84.2,70,40,14.97,light rain,2021-03-28 16:11:01
482,Kapit,MY,2.0167,112.9333,73.85,98,100,0.36,moderate rain,2021-03-28 16:09:18
483,Balykshi,KZ,47.0667,51.8667,41.0,75,75,11.18,broken clouds,2021-03-28 16:11:02
484,Khani,GE,41.9563,42.9566,46.4,57,40,6.91,scattered clouds,2021-03-28 16:11:02
485,Constitucion,CL,-35.3333,-72.4167,69.35,40,0,4.47,clear sky,2021-03-28 16:09:02
486,Burnie,AU,-41.0667,145.9167,52.16,67,17,13.02,few clouds,2021-03-28 16:08:45
487,Neuquen,AR,-38.9516,-68.0591,75.2,20,0,8.05,clear sky,2021-03-28 16:07:16
488,Berlevag,NO,70.8578,29.0864,37.4,69,0,8.05,clear sky,2021-03-28 16:11:02
489,Podgorenskiy,RU,50.405,39.6429,39.04,68,100,4.63,overcast clouds,2021-03-28 16:11:02
490,Katangli,RU,51.7102,143.2326,25.27,97,84,5.12,broken clouds,2021-03-28 16:11:03
491,Patacamaya,BO,-17.2333,-67.9167,55.47,54,80,11.72,broken clouds,2021-03-28 16:11:03
492,Amapa,BR,1.0,-52.0,78.78,91,76,4.25,broken clouds,2021-03-28 16:11:03
493,Katsuura,JP,35.1333,140.3,62.01,94,100,1.01,light rain,2021-03-28 16:11:03
494,Arman,RU,59.7,150.1667,-1.84,98,59,5.86,broken clouds,2021-03-28 16:06:19
495,Port Augusta,AU,-32.5,137.7667,62.6,77,0,5.75,clear sky,2021-03-28 16:11:04
496,Magadan,RU,59.5667,150.8,-1.14,97,54,4.74,broken clouds,2021-03-28 16:06:41
497,Olinda,BR,-8.0089,-34.8553,82.4,65,40,4.61,scattered clouds,2021-03-28 16:11:04
498,Ornskoldsvik,SE,63.2909,18.7153,33.8,100,75,10.36,broken clouds,2021-03-28 16:11:04
499,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,85.95,47,0,2.51,clear sky,2021-03-28 16:11:04
500,Shimoda,JP,34.6667,138.95,64.4,94,90,20.71,mist,2021-03-28 16:06:27
501,Tarko-Sale,RU,64.9225,77.785,3.67,97,89,10.29,overcast clouds,2021-03-28 16:06:49
502,Wum,CM,6.3833,10.0667,83.41,29,62,6.33,broken clouds,2021-03-28 16:11:05
503,Lichuan,CN,30.3,108.85,53.65,79,0,4.23,light rain,2021-03-28 16:11:05
504,Feicheng,CN,35.2606,117.9675,54.05,33,58,3.29,broken clouds,2021-03-28 16:11:05
505,Novotroitsk,RU,51.203,58.3266,23.0,80,0,6.71,clear sky,2021-03-28 16:11:06
506,Vao,NC,-22.6667,167.4833,77.23,82,29,11.88,scattered clouds,2021-03-28 16:08:22
507,Umm Kaddadah,SD,13.6017,26.6876,80.91,9,0,19.01,clear sky,2021-03-28 16:11:06
508,Turayf,SA,31.6725,38.6637,62.6,27,0,4.61,clear sky,2021-03-28 16:11:06
509,Dosso,NE,13.049,3.1937,96.84,5,2,11.12,clear sky,2021-03-28 16:11:06
510,Dauriya,RU,49.9333,116.8667,27.05,74,23,19.71,few clouds,2021-03-28 16:11:07
511,Boguchany,RU,58.3814,97.4531,26.37,98,100,2.37,light snow,2021-03-28 16:11:07
512,Marsh Harbour,BS,26.5412,-77.0636,77.54,67,50,14.72,scattered clouds,2021-03-28 16:11:07
513,Miramar,US,25.9873,-80.2323,84.99,51,20,13.8,few clouds,2021-03-28 16:11:08
514,Fukue,JP,32.6881,128.8419,59.74,79,2,11.86,clear sky,2021-03-28 16:11:08
515,Preobrazheniye,RU,42.9019,133.9064,39.56,95,100,8.23,overcast clouds,2021-03-28 16:11:08
516,Monduli,TZ,-3.3,36.45,77.0,61,20,5.88,few clouds,2021-03-28 16:11:08
517,Meulaboh,ID,4.1363,96.1285,78.01,85,92,3.02,overcast clouds,2021-03-28 16:07:15
518,Khuzdar,PK,27.7384,66.6434,81.91,13,39,6.46,scattered clouds,2021-03-28 16:11:09
519,Constancia,MX,24.2231,-107.1869,69.8,43,40,5.75,scattered clouds,2021-03-28 16:11:09
520,Inta,RU,66.0317,60.1659,1.96,99,32,5.17,scattered clouds,2021-03-28 16:11:09
521,Corinth,GR,37.9407,22.9573,62.01,47,16,4.0,few clouds,2021-03-28 16:11:09
522,Birao,CF,10.2849,22.7882,96.42,9,2,9.57,clear sky,2021-03-28 16:11:10
523,Longonjo,AO,-12.9067,15.2533,67.08,90,95,2.64,moderate rain,2021-03-28 16:11:10
524,Fria,GN,10.4167,-13.5833,100.35,24,6,10.36,clear sky,2021-03-28 16:11:10
525,Auki,SB,-8.7676,160.7034,77.36,87,99,3.13,overcast clouds,2021-03-28 16:10:16
526,Khorixas,NA,-20.3667,14.9667,85.33,29,31,8.16,scattered clouds,2021-03-28 16:11:10
527,Sal Rei,CV,16.1833,-22.9167,73.4,56,40,24.16,scattered clouds,2021-03-28 16:11:11
528,Trinidad,BO,-14.8333,-64.9,78.8,73,75,13.8,broken clouds,2021-03-28 16:09:01
529,Taitung,TW,22.7583,121.1444,76.33,79,11,7.9,few clouds,2021-03-28 16:11:11
530,Hirtshals,DK,57.5881,9.9592,46.0,100,75,21.85,mist,2021-03-28 16:11:11
531,Necochea,AR,-38.5473,-58.7368,69.01,76,70,4.0,broken clouds,2021-03-28 16:09:26
532,Sur,OM,22.5667,59.5289,84.16,40,97,4.03,overcast clouds,2021-03-28 16:11:11
533,Mumford,GH,5.2618,-0.759,83.32,72,39,12.93,scattered clouds,2021-03-28 16:11:12
534,Pimampiro,EC,0.4,-77.9667,69.98,62,82,5.32,broken clouds,2021-03-28 16:11:12
535,Trincomalee,LK,8.5711,81.2335,80.17,80,89,9.42,overcast clouds,2021-03-28 16:11:12
536,Aykhal,RU,66.0,111.5,13.64,99,100,4.88,overcast clouds,2021-03-28 16:11:13
537,Aksha,RU,50.2814,113.2867,24.93,71,1,5.28,clear sky,2021-03-28 16:11:13
538,Mackay,AU,-21.15,149.2,73.4,78,40,3.44,scattered clouds,2021-03-28 16:10:08
539,Maniitsoq,GL,65.4167,-52.9,3.97,46,14,1.66,few clouds,2021-03-28 16:10:27
540,Bathsheba,BB,13.2167,-59.5167,84.2,58,40,28.77,scattered clouds,2021-03-28 16:11:13
541,San Pedro,PH,14.35,121.0167,84.2,74,20,2.3,few clouds,2021-03-28 16:11:13
542,Upata,VE,8.0086,-62.3989,87.51,43,95,8.7,overcast clouds,2021-03-28 16:11:14
543,Abha,SA,18.2164,42.5053,71.6,59,0,9.22,clear sky,2021-03-28 16:11:14
544,Esmeraldas,BR,-19.7625,-44.3139,89.6,45,40,5.75,scattered clouds,2021-03-28 16:11:14
545,Burns Lake,CA,54.2331,-125.7533,30.2,59,94,6.91,overcast clouds,2021-03-28 16:11:15
546,Ankang,CN,32.68,109.0172,65.44,54,0,1.34,clear sky,2021-03-28 16:11:15
547,Tongzi,CN,28.7829,105.0877,69.96,52,1,3.0,light rain,2021-03-28 16:11:15
548,Palatka,US,29.6486,-81.6376,82.0,68,64,10.92,broken clouds,2021-03-28 16:11:16
549,Lusambo,CD,-4.9667,23.45,83.43,63,84,2.28,broken clouds,2021-03-28 16:11:16
550,Atambua,ID,-9.1061,124.8925,73.78,87,100,4.41,light rain,2021-03-28 16:11:16
551,Daru,PG,-9.0763,143.2092,81.23,86,94,15.32,overcast clouds,2021-03-28 16:11:17
552,Segezha,RU,63.7415,34.3222,35.17,95,72,9.33,broken clouds,2021-03-28 16:11:17
553,Nkowakowa,ZA,-23.8878,30.2871,64.4,68,0,4.61,light rain,2021-03-28 16:11:17
554,Punta Cardon,VE,11.6581,-70.215,81.46,65,97,27.69,overcast clouds,2021-03-28 16:11:17
555,La Brea,HN,15.8,-85.9667,86.0,54,20,5.75,few clouds,2021-03-28 16:11:18
556,Funabashi,JP,35.6931,139.9833,61.0,65,100,7.29,heavy intensity rain,2021-03-28 16:11:18
557,San Quintin,MX,30.4833,-115.95,69.04,23,0,4.52,clear sky,2021-03-28 16:11:18
558,Pedra Azul,BR,-16.0053,-41.2972,93.43,17,2,5.5,clear sky,2021-03-28 16:11:18
559,Masuguru,TZ,-11.3667,38.4167,76.21,88,58,0.72,broken clouds,2021-03-28 16:11:19
560,Arrecife,ES,28.963,-13.5477,68.0,83,40,8.05,scattered clouds,2021-03-28 16:11:19
561,Nortelandia,BR,-14.4547,-56.8028,89.4,54,49,2.15,scattered clouds,2021-03-28 16:11:19
562,Grand Gaube,MU,-20.0064,57.6608,80.01,75,12,0.83,few clouds,2021-03-28 16:11:20
563,Chipinge,ZW,-20.1883,32.6236,63.5,83,19,4.99,few clouds,2021-03-28 16:11:20
564,Sanok,PL,49.5557,22.2056,46.0,100,73,1.99,broken clouds,2021-03-28 16:11:20
565,Zhanjiang,CN,21.2815,110.3427,74.8,85,9,9.75,clear sky,2021-03-28 16:11:20
566,Sola,VU,-13.8833,167.55,82.15,77,17,17.27,few clouds,2021-03-28 16:09:19
567,Doha,QA,25.2867,51.5333,71.6,49,0,14.97,clear sky,2021-03-28 16:11:21
568,San Angelo,US,31.4638,-100.437,62.01,36,1,14.97,clear sky,2021-03-28 16:11:21
569,Fortuna,US,40.5982,-124.1573,39.2,100,90,8.05,overcast clouds,2021-03-28 16:11:21
570,Sibolga,ID,1.7427,98.7792,78.06,86,70,2.44,broken clouds,2021-03-28 16:11:21
571,Yarada,IN,17.65,83.2667,84.2,79,40,4.61,mist,2021-03-28 16:11:22
572,Namibe,AO,-15.1961,12.1522,76.28,69,75,12.37,broken clouds,2021-03-28 16:11:22
573,Fushan,CN,37.4958,121.2581,50.4,38,41,8.77,scattered clouds,2021-03-28 16:11:22
574,Port Lincoln,AU,-34.7333,135.8667,60.64,79,5,7.85,clear sky,2021-03-28 16:11:23
575,Kawasaki,JP,35.5206,139.7172,62.01,100,75,16.11,moderate rain,2021-03-28 16:11:23
576,Vyshestebliyevskaya,RU,45.1961,37.0181,48.2,76,20,11.18,few clouds,2021-03-28 16:11:23
577,San Policarpo,PH,12.1791,125.5072,79.7,83,100,8.72,overcast clouds,2021-03-28 16:11:23
578,Carhuamayo,PE,-10.9167,-76.0333,49.17,53,97,9.08,overcast clouds,2021-03-28 16:11:24
579,Tabuk,PH,17.4189,121.4443,74.59,90,69,2.3,broken clouds,2021-03-28 16:11:24
580,Prince Rupert,CA,54.3161,-130.3201,37.4,80,75,6.91,light snow,2021-03-28 16:11:24
581,Mitu,CO,1.1983,-70.1733,73.2,97,98,4.7,moderate rain,2021-03-28 16:11:24
582,Safaga,EG,26.7292,33.9365,73.4,31,0,19.57,clear sky,2021-03-28 16:11:25
583,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.91,71,59,7.07,broken clouds,2021-03-28 16:11:25
584,Hay River,CA,60.8156,-115.7999,19.4,86,90,10.36,snow,2021-03-28 16:06:33
585,Rudsar,IR,37.1376,50.288,50.0,76,40,9.22,scattered clouds,2021-03-28 16:11:25
586,Ola,RU,59.5833,151.2833,0.32,99,97,4.65,overcast clouds,2021-03-28 16:11:25
587,Caetite,BR,-14.0694,-42.475,89.64,22,2,6.2,clear sky,2021-03-28 16:11:26
588,Batagay-Alyta,RU,67.8006,130.4114,-3.48,86,98,5.08,overcast clouds,2021-03-28 16:11:26
589,Vila Velha,BR,-20.3297,-40.2925,89.6,58,20,10.36,few clouds,2021-03-28 16:08:18
590,Telimele,GN,10.9167,-13.3333,103.41,13,3,1.57,clear sky,2021-03-28 16:11:26
591,Wasilla,US,61.5814,-149.4394,12.0,72,1,5.75,clear sky,2021-03-28 16:11:27
592,Kalofer,BG,42.6167,24.9833,64.4,39,75,13.8,broken clouds,2021-03-28 16:11:27
593,Ngunguru,NZ,-35.6167,174.5,64.99,95,100,5.01,light rain,2021-03-28 16:09:15
594,Abu Kamal,SY,34.4506,40.9171,60.4,18,0,7.9,clear sky,2021-03-28 16:11:27
595,Leningradskiy,RU,69.3833,178.4167,-18.27,94,20,3.67,few clouds,2021-03-28 16:11:28
596,Caucaia,BR,-3.7361,-38.6531,87.8,66,75,9.22,broken clouds,2021-03-28 16:11:28
597,Ifakara,TZ,-8.1333,36.6833,74.55,88,55,3.13,broken clouds,2021-03-28 16:11:28
598,Mercedes,AR,-34.6515,-59.4307,73.0,93,99,4.0,overcast clouds,2021-03-28 16:11:28
599,Ushtobe,KZ,45.2514,77.9838,52.27,65,89,5.23,overcast clouds,2021-03-28 16:11:29
600,Guerrero Negro,MX,27.9769,-114.0611,69.4,29,0,2.51,clear sky,2021-03-28 16:11:29
601,Kawalu,ID,-7.3817,108.2082,73.69,97,97,0.43,overcast clouds,2021-03-28 16:11:29
602,Metkovic,HR,43.0542,17.6483,64.4,55,40,5.75,scattered clouds,2021-03-28 16:11:29
603,Isugod,PH,9.3408,118.1196,79.03,85,98,4.21,overcast clouds,2021-03-28 16:11:30
604,Antonovo,BG,43.15,26.1667,60.8,44,46,18.41,scattered clouds,2021-03-28 16:11:30
605,Casper,US,42.8666,-106.3131,42.01,56,1,18.41,clear sky,2021-03-28 16:08:01
606,Verkhoyansk,RU,67.5447,133.385,-10.03,100,85,2.26,overcast clouds,2021-03-28 16:11:30
607,Oranjestad,AW,12.524,-70.027,86.0,62,20,25.32,few clouds,2021-03-28 16:06:56
608,Cuamba,MZ,-14.8031,36.5372,70.29,96,88,4.65,light rain,2021-03-28 16:11:30
609,Beloha,MG,-25.1667,45.05,73.24,79,48,7.0,scattered clouds,2021-03-28 16:11:31
610,Moose Factory,CA,51.2585,-80.6094,30.2,80,90,11.5,light snow,2021-03-28 16:09:39
611,Seoul,KR,37.5683,126.9778,50.0,93,90,10.36,mist,2021-03-28 16:07:55
612,Lakatoro,VU,-16.0999,167.4164,79.16,84,15,8.77,few clouds,2021-03-28 16:11:31
613,Willowmore,ZA,-33.2926,23.4895,68.77,27,100,9.93,overcast clouds,2021-03-28 16:11:31
614,Najran,SA,17.4924,44.1277,87.8,13,0,11.5,clear sky,2021-03-28 16:11:32
615,Nyurba,RU,63.2842,118.3319,7.09,99,83,4.05,broken clouds,2021-03-28 16:11:32
616,Bela,IN,25.9333,81.9833,83.68,11,1,4.27,clear sky,2021-03-28 16:11:32
617,Togur,RU,58.3631,82.8265,30.02,98,100,3.87,overcast clouds,2021-03-28 16:11:32
618,Ko Samui,TH,9.5357,99.9357,83.97,74,57,11.72,broken clouds,2021-03-28 16:11:33
619,Majene,ID,-3.5403,118.9707,77.11,90,100,4.59,moderate rain,2021-03-28 16:11:33
620,Barth,DE,54.3635,12.7249,48.99,87,75,6.91,light rain,2021-03-28 16:11:33
621,San Clemente,US,33.427,-117.612,69.01,44,0,2.68,clear sky,2021-03-28 16:11:33
622,Pacific Grove,US,36.6177,-121.9166,55.4,62,1,6.46,clear sky,2021-03-28 16:08:02
623,Anadyr,RU,64.75,177.4833,14.0,85,75,17.9,snow,2021-03-28 16:11:34
624,Mumbwa,ZM,-14.9783,27.0619,70.65,77,67,3.65,broken clouds,2021-03-28 16:11:34
625,Otjimbingwe,NA,-22.35,16.1333,87.51,21,1,13.76,clear sky,2021-03-28 16:11:34
626,Auxerre,FR,47.8,3.5667,64.0,38,89,1.01,overcast clouds,2021-03-28 16:11:34
627,Juegang,CN,32.3174,121.1855,57.69,78,0,7.72,clear sky,2021-03-28 16:07:08
628,Port Pirie,AU,-33.1833,138.0167,62.6,77,4,5.75,clear sky,2021-03-28 16:11:35
629,Sinnamary,GF,5.3833,-52.95,81.39,78,97,15.61,moderate rain,2021-03-28 16:11:35
630,Laramie,US,41.3114,-105.5911,41.0,42,1,27.63,clear sky,2021-03-28 16:11:35
631,Khandyga,RU,62.6667,135.6,8.64,97,94,2.62,overcast clouds,2021-03-28 16:11:36
632,Conceicao Das Alagoas,BR,-19.9147,-48.3883,86.0,45,75,4.61,broken clouds,2021-03-28 16:11:36
633,Balakhninskiy,RU,58.0106,114.2769,2.3,97,38,3.67,scattered clouds,2021-03-28 16:11:36
634,Ailigandi,PA,9.2333,-78.0167,82.56,72,17,8.79,few clouds,2021-03-28 16:11:36
635,Aksu,CN,41.1231,80.2644,60.42,30,100,0.89,overcast clouds,2021-03-28 16:11:36
636,Raudeberg,NO,61.9875,5.1352,44.01,91,100,21.85,overcast clouds,2021-03-28 16:09:25
637,Kirkcudbright,GB,54.8383,-4.0491,46.99,97,100,18.01,overcast clouds,2021-03-28 16:11:37
638,Pietarsaari,FI,63.65,22.6833,37.99,93,90,2.3,overcast clouds,2021-03-28 16:11:37
639,Melnikovo,RU,56.5558,84.085,32.0,92,99,4.07,overcast clouds,2021-03-28 16:11:37
640,Shingu,JP,33.7333,135.9833,60.51,95,79,4.85,broken clouds,2021-03-28 16:11:37
641,Binzhou,CN,37.3667,118.0167,55.99,36,67,5.64,broken clouds,2021-03-28 16:11:38
642,Aksay,RU,47.26,39.87,48.2,53,20,6.71,few clouds,2021-03-28 16:11:38
643,Tighina,MD,46.8306,29.4711,46.4,71,40,20.71,light rain,2021-03-28 16:11:38
644,Opuwo,NA,-18.0607,13.84,79.9,46,86,6.17,overcast clouds,2021-03-28 16:11:39
645,Kisangani,CD,0.5167,25.2,91.4,49,20,4.61,few clouds,2021-03-28 16:11:39
646,Ocampo,MX,21.65,-101.5,78.01,50,19,10.31,few clouds,2021-03-28 16:11:39
647,Port Macquarie,AU,-31.4333,152.9167,64.0,99,89,4.56,overcast clouds,2021-03-28 16:11:39
648,Tagusao,PH,9.1924,117.8141,80.29,80,79,6.49,broken clouds,2021-03-28 16:09:45
649,Lavrentiya,RU,65.5833,-171.0,1.92,96,100,13.35,light snow,2021-03-28 16:09:18
650,Paoua,CF,7.2427,16.4406,88.88,35,73,7.47,broken clouds,2021-03-28 16:11:40
651,Hillsboro,US,45.5229,-122.9898,46.99,76,1,10.36,clear sky,2021-03-28 16:07:59
652,Empangeni,ZA,-28.762,31.8933,67.1,77,83,6.87,broken clouds,2021-03-28 16:11:40
653,Simao,CN,22.7886,100.9748,64.72,23,0,0.69,clear sky,2021-03-28 16:11:40
654,Hudson Bay,CA,52.85,-102.3842,31.77,73,100,10.31,light snow,2021-03-28 16:11:40
655,Palmas,BR,-10.2128,-48.3603,84.2,70,40,6.91,scattered clouds,2021-03-28 16:11:41
656,Beyneu,KZ,45.3167,55.2,42.24,57,71,10.51,broken clouds,2021-03-28 16:11:41
657,Show Low,US,34.2542,-110.0298,48.99,45,1,5.75,clear sky,2021-03-28 16:11:41
658,Apatin,RS,45.6711,18.9847,55.4,47,0,3.44,clear sky,2021-03-28 16:11:41
659,Caravelas,BR,-17.7125,-39.2481,88.02,50,0,11.92,clear sky,2021-03-28 16:11:42
660,Adre,TD,13.4667,22.2,84.22,13,9,17.87,clear sky,2021-03-28 16:11:42
661,Novyy Urengoy,RU,66.0833,76.6333,-1.88,99,86,9.26,overcast clouds,2021-03-28 16:11:42
662,Chanika,TZ,-5.4167,38.0167,75.06,73,71,5.12,broken clouds,2021-03-28 16:11:42
663,Halifax,CA,44.6453,-63.5724,34.0,80,97,10.36,overcast clouds,2021-03-28 16:08:48
664,Zanesville,US,39.9404,-82.0132,55.4,88,90,13.8,overcast clouds,2021-03-28 16:11:43
665,Kenai,US,60.5544,-151.2583,12.2,67,1,3.44,clear sky,2021-03-28 16:06:49
666,Labuhan,ID,-6.8844,112.2051,78.85,87,93,6.31,light rain,2021-03-28 16:11:43
667,Khromtau,KZ,50.2503,58.4347,21.65,92,100,10.92,overcast clouds,2021-03-28 16:11:43
668,Huimanguillo,MX,17.85,-93.3833,82.4,65,40,10.36,scattered clouds,2021-03-28 16:11:44
669,Plettenberg Bay,ZA,-34.0527,23.3716,65.44,79,99,18.9,overcast clouds,2021-03-28 16:08:03
670,Mareeba,AU,-17.0,145.4333,78.8,73,40,10.36,scattered clouds,2021-03-28 16:06:53
671,Marzuq,YE,14.4,46.4667,73.36,33,1,10.71,clear sky,2021-03-28 16:11:44
672,Waqqas,JO,32.5427,35.6053,60.8,54,0,6.91,clear sky,2021-03-28 16:11:44
673,Damghan,IR,36.1683,54.348,42.55,39,0,9.55,clear sky,2021-03-28 16:11:45
674,Marienberg,DE,50.65,13.1667,52.0,61,97,3.0,overcast clouds,2021-03-28 16:11:45
675,Carovigno,IT,40.708,17.655,64.4,77,0,6.91,clear sky,2021-03-28 16:11:45
676,Coolum Beach,AU,-26.5333,153.1,68.0,94,100,2.84,overcast clouds,2021-03-28 16:11:45
677,Batemans Bay,AU,-35.7167,150.1833,57.99,92,86,3.0,overcast clouds,2021-03-28 16:11:46
678,Soller,ES,39.7662,2.7152,69.8,43,0,10.36,clear sky,2021-03-28 16:11:46
679,Beira,MZ,-19.8436,34.8389,84.2,70,40,14.97,light rain,2021-03-28 16:11:46
680,Juli,PE,-16.2167,-69.45,48.87,67,97,10.09,overcast clouds,2021-03-28 16:11:47
